Home Ownership,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Annual_Income_nan,Years_in_current_job_nan,Months_since_last_delinquent_nan,Bankruptcies_nan,Credit_Score_nan,Home Mortgage,Own Home,Rent,median_loan_amount,annual_income_cat,Id
Home Mortgage,10.0,0.0,6.0,23.4,257818.0,1.0,17.00315366972477,1.0,Long Term,314358.0,115121.0,9157.0,669.0,0,0,0,1,0,0,0,0,1,437063.0,1,5898
Home Mortgage,4.0,0.0,32.0,16.2,1697212.0,0.0,14.0,0.0,Long Term,437448.0,504222.0,20070.0,721.0,1,0,0,0,0,0,0,0,1,437063.0,3,5899
Home Mortgage,6.0,0.0,6.0,15.8,390060.0,3.0,76.0,3.0,Long Term,99999999.0,121942.0,3573.0,719.0,0,0,0,0,0,0,1,0,0,437063.0,1,5900
Home Mortgage,10.0,0.0,12.0,22.3,392238.0,0.0,29.0,0.0,Long Term,516912.0,184946.0,20821.0,703.0,0,0,0,0,0,0,1,0,0,437063.0,3,5901
Home Mortgage,7.0,0.0,9.0,17.5,1171654.0,0.0,0.0,0.0,Long Term,619080.0,733609.0,35568.0,731.0,1,0,0,1,0,1,1,0,0,437063.0,2,5902
Home Mortgage,6.0,3.0,15.0,18.8,735108.0,3.0,78.0,0.0,Long Term,327360.0,142215.0,25052.0,731.0,0,0,0,0,0,1,0,0,1,437063.0,2,5903
Home Mortgage,10.0,0.0,7.0,14.7,546326.0,0.0,0.0,0.0,Long Term,232298.0,289712.0,11082.0,694.0,0,0,0,1,0,0,0,0,1,437063.0,1,5904
Home Mortgage,10.0,0.0,13.0,21.8,542982.0,0.0,5.0,0.0,Long Term,664554.0,336224.0,42471.0,710.0,0,0,0,0,0,0,1,0,0,437063.0,3,5905
Home Mortgage,9.0,0.0,9.0,17.0,649858.0,0.0,0.0,0.0,Long Term,317064.0,423168.0,15770.0,731.0,0,0,0,1,0,1,1,0,0,437063.0,2,5906
Home Mortgage,3.0,0.0,16.0,11.4,454256.0,0.0,48.0,0.0,Long Term,539044.0,309928.0,25138.0,716.0,0,0,0,0,0,0,1,0,0,437063.0,2,5907
Own Home,4.0,0.0,12.0,10.0,564960.0,0.0,17.0,0.0,Long Term,314864.0,141987.0,23039.0,731.0,0,0,0,0,0,1,0,1,0,437063.0,2,5908
Own Home,5.0,0.0,10.0,16.2,841874.0,0.0,44.0,0.0,Long Term,787556.0,554762.0,33174.0,687.0,1,0,0,0,0,0,0,1,0,437063.0,3,5909
Home Mortgage,5.0,0.0,15.0,13.5,753522.0,0.0,0.0,0.0,Long Term,397320.0,463353.0,20604.0,731.0,1,0,0,1,0,0,1,0,0,437063.0,1,5910
Own Home,5.0,0.0,20.0,21.1,640068.0,0.0,0.0,0.0,Long Term,260414.0,322829.0,29824.0,684.0,0,0,0,1,0,0,0,1,0,437063.0,2,5911
Home Mortgage,10.0,0.0,13.0,13.8,1145716.0,0.0,0.0,0.0,Long Term,488576.0,513551.0,15961.0,731.0,1,0,0,1,0,1,1,0,0,437063.0,2,5912
Home Mortgage,10.0,0.0,7.0,17.5,436876.0,0.0,40.0,0.0,Long Term,756910.0,164882.0,24887.0,694.0,0,0,0,0,0,0,1,0,0,437063.0,3,5913
Home Mortgage,10.0,0.0,16.0,17.6,1350646.0,0.0,0.0,0.0,Long Term,547866.0,744211.0,56021.0,701.0,1,0,0,1,0,0,0,0,1,437063.0,3,5914
Home Mortgage,10.0,0.0,15.0,17.0,203236.0,1.0,24.0,1.0,Long Term,242066.0,124279.0,14858.0,731.0,1,0,0,0,0,1,0,0,1,437063.0,2,5915
Home Mortgage,10.0,0.0,9.0,12.3,1141976.0,0.0,0.0,0.0,Long Term,99999999.0,556244.0,15759.0,703.0,0,0,0,1,0,0,0,0,1,437063.0,1,5916
Home Mortgage,1.0,0.0,11.0,39.0,1421970.0,1.0,17.00315366972477,1.0,Long Term,787248.0,847362.0,24076.0,731.0,1,0,0,1,0,1,0,0,1,437063.0,2,5917
Home Mortgage,10.0,0.0,15.0,16.0,508926.0,0.0,7.0,0.0,Long Term,262152.0,185915.0,22186.0,697.0,1,0,0,0,0,0,1,0,0,437063.0,2,5918
Home Mortgage,3.0,0.0,13.0,14.0,253264.0,0.0,0.0,0.0,Long Term,258698.0,199044.0,15896.0,678.0,0,0,0,1,0,0,0,0,1,437063.0,2,5919
Home Mortgage,1.0,0.0,11.0,22.7,419826.0,0.0,22.0,0.0,Long Term,292930.0,287166.0,23570.0,588.0,1,0,0,0,0,0,1,0,0,437063.0,2,5920
Home Mortgage,10.0,0.0,7.0,23.0,157432.0,0.0,24.0,0.0,Long Term,448272.0,115558.0,16289.0,716.0,0,0,0,0,0,0,1,0,0,437063.0,1,5921
Home Mortgage,10.0,0.0,9.0,14.5,728068.0,0.0,29.0,0.0,Long Term,631312.0,281694.0,28033.0,701.0,1,0,0,0,0,0,1,0,0,437063.0,2,5922
Home Mortgage,5.0,1.0,7.0,5.0,213026.0,1.0,27.0,0.0,Long Term,338668.0,44707.0,9952.0,633.0,1,0,0,0,0,0,0,0,1,437063.0,1,5923
Home Mortgage,10.0,0.0,13.0,17.1,302346.0,0.0,13.0,0.0,Long Term,348238.0,116204.0,26206.0,720.0,0,0,0,0,0,0,0,0,1,437063.0,2,5924
Home Mortgage,5.0,0.0,9.0,9.3,437866.0,0.0,0.0,0.0,Long Term,773476.0,205333.0,14251.0,633.0,1,0,0,1,0,0,1,0,0,437063.0,3,5925
Home Mortgage,4.0,0.0,11.0,19.0,228646.0,1.0,56.0,1.0,Long Term,326436.0,165870.0,31364.0,678.0,1,0,0,0,0,0,0,0,1,437063.0,3,5926
Home Mortgage,10.0,0.0,16.0,27.6,712206.0,0.0,26.0,0.0,Long Term,309034.0,351215.0,13615.0,713.0,0,0,0,0,0,0,1,0,0,437063.0,1,5927
Home Mortgage,10.0,0.0,10.0,33.8,1090562.0,0.0,0.0,0.0,Long Term,246378.0,690384.0,12625.0,713.0,1,0,0,1,0,0,1,0,0,437063.0,2,5928
Home Mortgage,2.0,0.0,8.0,16.7,1042866.0,0.0,2.0,0.0,Long Term,265672.0,221559.0,9536.0,717.0,1,0,0,0,0,0,0,0,1,437063.0,3,5929
Home Mortgage,2.0,0.0,14.0,19.7,1616010.0,0.0,0.0,0.0,Long Term,546304.0,654550.0,20082.0,732.0,0,0,0,1,0,0,0,0,1,437063.0,2,5930
Home Mortgage,0.5,0.0,16.0,27.0,1294502.0,0.0,0.0,0.0,Long Term,652014.0,635018.0,23587.0,731.0,0,0,0,1,0,1,1,0,0,437063.0,2,5931
Home Mortgage,10.0,0.0,13.0,21.5,962742.0,0.0,31.0,0.0,Long Term,312554.0,689282.0,24801.0,677.0,1,0,0,0,0,0,1,0,0,437063.0,3,5932
Home Mortgage,10.0,0.0,12.0,16.0,940302.0,0.0,0.0,0.0,Long Term,659076.0,653733.0,28859.0,669.0,0,0,0,1,0,0,0,0,1,437063.0,3,5933
Home Mortgage,7.0,1.0,12.0,21.1,544764.0,1.0,17.00315366972477,0.0,Long Term,766150.0,362729.0,48208.0,731.0,1,0,0,1,0,1,1,0,0,437063.0,2,5934
Home Mortgage,10.0,0.0,11.0,17.5,675092.0,0.0,11.0,0.0,Long Term,433708.0,270522.0,10406.0,721.0,0,0,0,0,0,0,0,0,1,437063.0,3,5935
Home Mortgage,10.0,0.0,25.0,29.0,1204346.0,0.0,0.0,0.0,Long Term,590722.0,571026.0,18787.0,702.0,1,0,0,1,0,0,1,0,0,437063.0,3,5936
Home Mortgage,4.0,0.0,7.0,33.3,820512.0,0.0,0.0,0.0,Long Term,430056.0,665380.0,21292.0,731.0,1,0,0,1,0,0,0,0,1,437063.0,1,5937
Home Mortgage,2.0,0.0,6.0,14.7,251900.0,0.0,0.0,0.0,Long Term,430804.0,104633.0,24485.0,731.0,1,0,0,1,0,0,1,0,0,437063.0,3,5938
Home Mortgage,1.0,0.0,8.0,15.8,324566.0,0.0,20.0,0.0,Long Term,653994.0,137351.0,11610.0,678.0,1,0,0,0,0,0,0,0,1,437063.0,3,5939
Home Mortgage,3.0,0.0,6.0,23.9,212916.0,0.0,25.0,0.0,Long Term,217470.0,58102.0,18349.0,677.0,1,0,0,0,0,0,1,0,0,437063.0,2,5940
Home Mortgage,9.0,0.0,17.0,20.6,694606.0,0.0,0.0,0.0,Long Term,728244.0,23997.0,45265.0,689.0,0,0,0,1,0,0,0,0,1,437063.0,3,5941
Home Mortgage,2.0,0.0,9.0,15.8,765644.0,0.0,50.0,0.0,Long Term,573122.0,276412.0,11075.0,683.0,0,0,0,0,0,0,1,0,0,437063.0,2,5942
Home Mortgage,10.0,0.0,11.0,20.5,795168.0,0.0,0.0,0.0,Long Term,649242.0,289123.0,30699.0,738.0,1,0,0,1,0,0,1,0,0,437063.0,3,5943
Home Mortgage,10.0,0.0,9.0,31.8,941138.0,0.0,17.0,0.0,Long Term,99999999.0,554325.0,26036.0,687.0,0,1,1,0,0,0,1,0,0,437063.0,3,5944
Own Home,1.0,0.0,7.0,15.6,1429428.0,0.0,0.0,0.0,Long Term,659406.0,1154269.0,45133.0,731.0,1,0,0,1,0,0,0,1,0,437063.0,3,5945
Home Mortgage,3.0,0.0,10.0,34.2,766502.0,0.0,11.0,0.0,Long Term,265760.0,350854.0,15002.0,731.0,1,0,0,0,0,0,1,0,0,437063.0,1,5946
Own Home,4.0,0.0,10.0,27.0,310948.0,1.0,48.0,1.0,Long Term,257686.0,145027.0,24987.0,642.0,1,0,0,0,0,0,0,1,0,437063.0,1,5947
Home Mortgage,8.0,0.0,14.0,27.4,418836.0,1.0,65.0,1.0,Long Term,276760.0,84284.0,15563.0,716.0,1,0,0,0,0,0,0,0,1,437063.0,1,5948
Home Mortgage,8.0,0.0,13.0,14.6,631246.0,0.0,0.0,0.0,Long Term,328372.0,352184.0,12391.0,717.0,0,0,0,1,0,0,1,0,0,437063.0,1,5949
Home Mortgage,10.0,0.0,13.0,11.3,330814.0,0.0,46.0,0.0,Long Term,450956.0,246278.0,28228.0,725.0,1,0,0,0,0,0,1,0,0,437063.0,2,5950
Home Mortgage,10.0,0.0,11.0,19.6,499994.0,0.0,0.0,0.0,Long Term,270094.0,224105.0,21901.0,720.0,1,0,0,1,0,0,1,0,0,437063.0,1,5951
Home Mortgage,5.0,0.0,11.0,6.0,721116.0,0.0,0.0,0.0,Long Term,99999999.0,225454.0,10279.0,601.0,0,0,0,1,0,0,1,0,0,437063.0,1,5952
Home Mortgage,10.0,0.0,12.0,23.0,1301806.0,0.0,0.0,0.0,Long Term,646338.0,745408.0,33370.0,724.0,0,0,0,1,0,0,1,0,0,437063.0,2,5953
Home Mortgage,6.0,0.0,5.0,13.3,212410.0,1.0,21.0,1.0,Long Term,260788.0,5681.0,17079.0,728.0,1,0,0,0,0,0,0,0,1,437063.0,2,5954
Home Mortgage,5.0,0.0,11.0,15.0,1333596.0,0.0,33.0,0.0,Long Term,99999999.0,663404.0,32665.0,740.0,0,0,0,0,0,0,1,0,0,437063.0,3,5955
Own Home,10.0,0.0,13.0,25.1,2155868.0,0.0,0.0,0.0,Long Term,314380.0,1623569.0,110311.0,719.0,0,0,0,1,0,0,0,1,0,437063.0,3,5956
Home Mortgage,10.0,1.0,8.0,26.0,1372536.0,1.0,17.00315366972477,0.0,Long Term,763004.0,736117.0,25831.0,732.0,0,0,0,1,0,0,1,0,0,437063.0,3,5957
Home Mortgage,10.0,0.0,19.0,20.6,1672704.0,0.0,0.0,0.0,Long Term,99999999.0,336585.0,14994.0,739.0,0,0,0,1,0,0,0,0,1,437063.0,3,5958
Home Mortgage,4.0,0.0,12.0,15.0,383680.0,0.0,52.0,0.0,Long Term,328812.0,304190.0,17780.0,722.0,0,0,0,0,0,0,0,0,1,437063.0,2,5959
Home Mortgage,10.0,0.0,4.0,21.0,222508.0,0.0,0.0,0.0,Long Term,333674.0,137978.0,3840.0,731.0,0,0,0,1,0,1,0,0,1,437063.0,2,5960
Home Mortgage,0.5,0.0,16.0,25.5,2075128.0,0.0,0.0,0.0,Long Term,544566.0,362007.0,14200.0,726.0,0,0,0,1,0,0,1,0,0,437063.0,3,5961
Home Mortgage,3.0,0.0,15.0,8.4,844470.0,0.0,0.0,0.0,Long Term,492888.0,408405.0,25821.0,731.0,1,0,0,1,0,1,1,0,0,437063.0,2,5962
Home Mortgage,10.0,0.0,8.0,15.1,1316942.0,0.0,0.0,0.0,Long Term,559218.0,395808.0,23180.0,742.0,0,0,0,1,0,0,1,0,0,437063.0,3,5963
Home Mortgage,10.0,0.0,12.0,20.0,1211232.0,0.0,0.0,0.0,Long Term,662838.0,928891.0,54097.0,719.0,0,0,0,1,0,0,1,0,0,437063.0,3,5964
Home Mortgage,7.0,0.0,10.0,21.4,236984.0,0.0,10.0,0.0,Long Term,270468.0,50958.0,13496.0,692.0,0,0,0,0,0,0,1,0,0,437063.0,2,5965
Home Mortgage,1.0,0.0,11.0,11.0,376332.0,0.0,0.0,0.0,Long Term,264814.0,209646.0,18909.0,726.0,0,0,0,1,0,0,0,0,1,437063.0,1,5966
Home Mortgage,8.0,0.0,14.0,16.4,477092.0,0.0,0.0,0.0,Long Term,429528.0,311087.0,20655.0,727.0,0,0,0,1,0,0,0,0,1,437063.0,3,5967
Home Mortgage,10.0,0.0,8.0,13.9,471614.0,1.0,17.00315366972477,1.0,Long Term,334180.0,346199.0,34076.0,656.0,0,0,0,1,0,0,1,0,0,437063.0,3,5968
Home Mortgage,10.0,0.0,4.0,16.3,299090.0,0.0,33.0,0.0,Long Term,440132.0,181070.0,11847.0,732.0,0,0,0,0,0,0,0,0,1,437063.0,1,5969
Home Mortgage,10.0,0.0,12.0,14.2,1951048.0,0.0,0.0,0.0,Long Term,459866.0,668933.0,25511.0,711.0,0,0,0,1,0,0,0,0,1,437063.0,2,5970
Home Mortgage,10.0,0.0,7.0,20.6,133144.0,0.0,0.0,0.0,Long Term,545490.0,75772.0,20776.0,721.0,0,0,0,1,0,0,0,0,1,437063.0,3,5971
Home Mortgage,2.0,0.0,11.0,18.8,430210.0,0.0,35.0,0.0,Long Term,628760.0,193192.0,24888.0,709.0,0,0,0,0,0,0,0,0,1,437063.0,2,5972
Home Mortgage,10.0,0.0,8.0,18.3,656216.0,0.0,52.0,0.0,Long Term,220066.0,321898.0,8720.0,731.0,1,0,0,0,0,1,1,0,0,437063.0,2,5973
Home Mortgage,10.0,0.0,9.0,17.0,487102.0,0.0,0.0,0.0,Long Term,316074.0,424061.0,28419.0,727.0,1,1,1,1,0,0,1,0,0,437063.0,2,5974
Home Mortgage,3.0,0.0,7.0,17.9,813846.0,0.0,0.0,0.0,Long Term,99999999.0,306451.0,13289.0,739.0,0,0,0,1,0,0,0,0,1,437063.0,1,5975
Home Mortgage,10.0,0.0,15.0,15.7,814462.0,0.0,0.0,0.0,Long Term,255838.0,123101.0,23618.0,739.0,0,0,0,1,0,0,1,0,0,437063.0,1,5976
Home Mortgage,4.0,0.0,9.0,14.4,0.0,0.0,0.0,0.0,Long Term,261008.0,0.0,8925.0,742.0,0,0,0,1,0,0,1,0,0,437063.0,1,5977
Home Mortgage,5.0,0.0,9.0,15.9,939906.0,0.0,0.0,0.0,Long Term,779174.0,616930.0,46463.0,711.0,0,0,0,1,0,0,1,0,0,437063.0,3,5978
Home Mortgage,5.0,0.0,9.0,12.8,622732.0,0.0,0.0,0.0,Long Term,520454.0,441009.0,24050.0,716.0,0,0,0,1,0,0,1,0,0,437063.0,2,5979
Home Mortgage,4.0,0.0,15.0,22.1,486266.0,0.0,50.0,0.0,Long Term,262856.0,319580.0,9858.0,731.0,1,0,0,0,0,1,0,0,1,437063.0,2,5980
Home Mortgage,7.0,0.0,10.0,14.7,576708.0,0.0,0.0,0.0,Long Term,253902.0,448267.0,42254.0,731.0,1,0,0,1,0,0,1,0,0,437063.0,3,5981
Home Mortgage,4.0,0.0,11.0,16.6,375980.0,0.0,0.0,0.0,Long Term,343684.0,238659.0,11584.0,731.0,1,0,0,1,0,1,0,0,1,437063.0,2,5982
Home Mortgage,2.0,0.0,21.0,21.7,339504.0,0.0,13.0,0.0,Long Term,555456.0,232807.0,57077.0,725.0,0,0,0,0,0,0,0,0,1,437063.0,3,5983
Home Mortgage,3.0,0.0,20.0,26.5,1440164.0,1.0,17.00315366972477,1.0,Long Term,451000.0,349505.0,33335.0,707.0,0,0,0,1,0,0,0,0,1,437063.0,3,5984
Home Mortgage,1.0,0.0,14.0,14.5,664422.0,0.0,33.0,0.0,Long Term,360272.0,226081.0,24464.0,731.0,0,0,0,0,0,1,0,0,1,437063.0,2,5985
Home Mortgage,10.0,0.0,10.0,14.0,823702.0,0.0,0.0,0.0,Long Term,343860.0,318687.0,10085.0,731.0,0,0,0,1,0,1,1,0,0,437063.0,2,5986
Home Mortgage,6.0,0.0,7.0,13.5,538362.0,0.0,0.0,0.0,Long Term,542630.0,438444.0,22807.0,696.0,1,0,0,1,0,0,0,0,1,437063.0,3,5987
Own Home,9.0,0.0,15.0,28.5,2164008.0,0.0,0.0,0.0,Long Term,224048.0,1510082.0,27492.0,665.0,0,0,0,1,0,0,0,1,0,437063.0,1,5988
Home Mortgage,2.0,0.0,2.0,15.3,163240.0,0.0,24.0,0.0,Long Term,257884.0,61465.0,5900.0,698.0,0,0,0,0,0,0,0,0,1,437063.0,3,5989
Home Mortgage,4.0,0.0,14.0,12.1,828080.0,2.0,45.0,0.0,Long Term,629992.0,146604.0,26613.0,635.0,0,0,0,0,0,0,1,0,0,437063.0,3,5990
Home Mortgage,10.0,0.0,16.0,22.6,6052442.0,0.0,0.0,0.0,Long Term,787644.0,867692.0,23698.0,731.0,1,0,0,1,0,1,1,0,0,437063.0,2,5991
Home Mortgage,2.0,0.0,11.0,17.0,601260.0,0.0,0.0,0.0,Long Term,757460.0,368676.0,30469.0,678.0,1,0,0,1,0,0,0,0,1,437063.0,3,5992
Home Mortgage,10.0,0.0,7.0,23.6,233596.0,0.0,27.0,0.0,Long Term,88132.0,111758.0,8345.0,624.0,0,1,1,0,0,0,0,0,1,437063.0,1,5993
Own Home,9.0,0.0,9.0,27.2,410058.0,0.0,11.0,0.0,Long Term,416240.0,86773.0,23989.0,673.0,0,0,0,0,0,0,0,1,0,437063.0,3,5994
Home Mortgage,4.0,0.0,13.0,24.5,1253296.0,0.0,0.0,0.0,Long Term,99999999.0,313899.0,16980.0,744.0,0,0,0,1,0,0,0,0,1,437063.0,2,5995
Home Mortgage,10.0,0.0,7.0,26.5,638264.0,0.0,0.0,0.0,Long Term,99999999.0,473499.0,19944.0,734.0,0,0,0,1,0,0,0,0,1,437063.0,3,5996
Home Mortgage,2.0,0.0,43.0,29.0,1729882.0,0.0,0.0,0.0,Long Term,715484.0,448191.0,40578.0,672.0,0,0,0,1,0,0,1,0,0,437063.0,3,5997
Home Mortgage,3.0,0.0,11.0,17.0,307648.0,0.0,0.0,0.0,Long Term,99999999.0,237006.0,14704.0,728.0,0,0,0,1,0,0,1,0,0,437063.0,3,5998
Home Mortgage,10.0,0.0,11.0,26.5,2001472.0,0.0,61.0,0.0,Long Term,302676.0,618830.0,20235.0,720.0,0,0,0,0,0,0,1,0,0,437063.0,3,5999
Home Mortgage,5.0,0.0,8.0,13.8,303446.0,0.0,0.0,0.0,Long Term,381612.0,221445.0,6790.0,731.0,0,0,0,1,0,1,1,0,0,437063.0,2,6000
Home Mortgage,10.0,0.0,7.0,21.5,727958.0,0.0,0.0,0.0,Long Term,358446.0,49666.0,17155.0,731.0,0,0,0,1,0,1,1,0,0,437063.0,2,6001
Own Home,2.0,0.0,13.0,22.0,737176.0,0.0,30.0,0.0,Long Term,265694.0,345059.0,19632.0,737.0,0,0,0,0,0,0,0,1,0,437063.0,2,6002
Home Mortgage,10.0,0.0,8.0,29.7,535502.0,0.0,12.0,0.0,Long Term,604912.0,346845.0,24722.0,686.0,0,0,0,0,0,0,1,0,0,437063.0,3,6003
Home Mortgage,10.0,0.0,14.0,12.9,408232.0,0.0,9.0,0.0,Long Term,262130.0,192508.0,30901.0,731.0,1,0,0,0,0,1,0,0,1,437063.0,2,6004
Home Mortgage,10.0,0.0,9.0,19.1,319220.0,1.0,53.0,1.0,Long Term,760518.0,102011.0,20471.0,653.0,1,0,0,0,0,0,0,0,1,437063.0,2,6005
Home Mortgage,0.5,0.0,14.0,27.4,3567982.0,0.0,0.0,0.0,Long Term,658548.0,2431259.0,48833.0,731.0,1,0,0,1,0,1,0,0,1,437063.0,2,6006
Home Mortgage,3.0,0.0,11.0,15.7,239250.0,0.0,0.0,0.0,Long Term,768614.0,59299.0,23436.0,731.0,1,0,0,1,0,1,0,0,1,437063.0,2,6007
Own Home,3.0,0.0,17.0,17.3,1607056.0,0.0,0.0,0.0,Long Term,381656.0,845234.0,49997.0,723.0,1,0,0,1,0,0,0,1,0,437063.0,3,6008
Home Mortgage,8.0,0.0,8.0,35.0,810194.0,0.0,0.0,0.0,Long Term,660132.0,412129.0,11879.0,728.0,0,0,0,1,0,0,0,0,1,437063.0,3,6009
Home Mortgage,1.0,0.0,11.0,18.1,762982.0,0.0,0.0,0.0,Long Term,552926.0,408538.0,27469.0,614.0,1,0,0,1,0,0,0,0,1,437063.0,3,6010
Home Mortgage,10.0,0.0,27.0,33.0,1601358.0,0.0,45.0,0.0,Long Term,712712.0,847780.0,56660.0,713.0,1,0,0,0,0,0,1,0,0,437063.0,3,6011
Home Mortgage,10.0,0.0,10.0,11.1,348392.0,0.0,60.0,0.0,Long Term,215050.0,214529.0,13623.0,688.0,0,0,0,0,0,0,0,0,1,437063.0,1,6012
Home Mortgage,10.0,0.0,8.0,23.1,626142.0,0.0,0.0,0.0,Long Term,388366.0,304988.0,12174.0,731.0,0,0,0,1,0,1,1,0,0,437063.0,2,6013
Home Mortgage,2.0,0.0,6.0,16.9,395780.0,0.0,0.0,0.0,Long Term,323026.0,26657.0,4481.0,724.0,0,0,0,1,0,0,0,0,1,437063.0,1,6014
Own Home,3.0,0.0,11.0,9.4,583924.0,0.0,0.0,0.0,Long Term,99999999.0,274854.0,24344.0,743.0,0,0,0,1,0,0,0,1,0,437063.0,3,6015
Home Mortgage,7.0,0.0,27.0,18.7,264440.0,0.0,64.0,0.0,Long Term,520718.0,64410.0,22798.0,731.0,0,0,0,0,0,1,0,0,1,437063.0,2,6016
Home Mortgage,0.5,0.0,20.0,11.8,579348.0,0.0,0.0,0.0,Long Term,304018.0,267178.0,21990.0,731.0,0,0,0,1,0,1,1,0,0,437063.0,2,6017
Home Mortgage,2.0,0.0,11.0,9.3,906510.0,0.0,0.0,0.0,Long Term,569470.0,191805.0,14904.0,685.0,1,0,0,1,0,0,0,0,1,437063.0,3,6018
Home Mortgage,5.0,0.0,15.0,25.5,1237170.0,0.0,0.0,0.0,Long Term,630784.0,644290.0,62535.0,724.0,0,0,0,1,0,0,1,0,0,437063.0,3,6019
Home Mortgage,10.0,0.0,23.0,15.6,1245200.0,0.0,0.0,0.0,Long Term,99999999.0,596847.0,17025.0,636.0,0,0,0,1,0,0,1,0,0,437063.0,3,6020
Home Mortgage,6.0,0.0,15.0,17.9,235642.0,0.0,71.0,0.0,Long Term,370788.0,141436.0,20273.0,691.0,0,0,0,0,0,0,1,0,0,437063.0,1,6021
Home Mortgage,6.0,0.0,4.0,14.3,888976.0,0.0,0.0,0.0,Long Term,518584.0,19190.0,1829.0,640.0,1,0,0,1,0,0,0,0,1,437063.0,3,6022
Home Mortgage,10.0,0.0,12.0,30.3,1348512.0,0.0,63.0,0.0,Long Term,451484.0,682461.0,26397.0,718.0,1,0,0,0,0,0,0,0,1,437063.0,2,6023
Home Mortgage,10.0,0.0,16.0,25.9,874390.0,0.0,0.0,0.0,Long Term,490424.0,599583.0,25565.0,680.0,0,0,0,1,0,0,1,0,0,437063.0,1,6024
Own Home,4.0,0.0,7.0,11.3,1010724.0,0.0,0.0,0.0,Long Term,402292.0,375345.0,17951.0,694.0,0,0,0,1,0,0,0,1,0,437063.0,1,6025
Home Mortgage,10.0,0.0,17.0,14.0,1022714.0,0.0,0.0,0.0,Long Term,601744.0,391286.0,29132.0,718.0,0,0,0,1,0,0,1,0,0,437063.0,3,6026
Home Mortgage,10.0,0.0,9.0,16.8,343244.0,0.0,0.0,0.0,Long Term,262526.0,168378.0,12293.0,725.0,0,0,0,1,0,0,1,0,0,437063.0,3,6027
Home Mortgage,10.0,0.0,12.0,15.6,767360.0,0.0,0.0,0.0,Long Term,725054.0,440705.0,16851.0,713.0,1,0,0,1,0,0,1,0,0,437063.0,3,6028
Home Mortgage,0.5,0.0,9.0,25.8,735966.0,0.0,0.0,0.0,Long Term,780406.0,469072.0,11940.0,731.0,1,0,0,1,0,0,1,0,0,437063.0,3,6029
Home Mortgage,2.0,0.0,16.0,15.2,503492.0,0.0,0.0,0.0,Long Term,352000.0,221768.0,23433.0,687.0,1,0,0,1,0,0,1,0,0,437063.0,1,6030
Home Mortgage,10.0,0.0,9.0,33.2,451066.0,1.0,17.00315366972477,1.0,Long Term,473418.0,135185.0,12385.0,721.0,1,0,0,1,0,0,1,0,0,437063.0,1,6031
Home Mortgage,10.0,0.0,19.0,19.0,1187076.0,0.0,78.0,0.0,Long Term,487542.0,307553.0,31579.0,731.0,1,0,0,0,0,1,1,0,0,437063.0,2,6032
Home Mortgage,10.0,0.0,12.0,15.0,693154.0,0.0,20.0,0.0,Long Term,542762.0,491473.0,22030.0,718.0,1,0,0,0,0,0,1,0,0,437063.0,1,6033
Home Mortgage,10.0,0.0,8.0,23.9,402732.0,0.0,38.0,0.0,Long Term,350196.0,230261.0,16796.0,692.0,0,0,0,0,0,0,1,0,0,437063.0,1,6034
Home Mortgage,10.0,0.0,9.0,14.0,423280.0,1.0,17.00315366972477,1.0,Long Term,396748.0,230679.0,7838.0,731.0,1,0,0,1,0,0,0,0,1,437063.0,1,6035
Home Mortgage,3.0,0.0,10.0,10.8,350988.0,0.0,0.0,0.0,Long Term,449988.0,232503.0,36498.0,731.0,1,0,0,1,0,0,0,0,1,437063.0,2,6036
Home Mortgage,10.0,0.0,12.0,25.6,724944.0,0.0,7.0,0.0,Long Term,539066.0,353742.0,9627.0,730.0,0,0,0,0,0,0,1,0,0,437063.0,3,6037
Home Mortgage,6.0,0.0,6.0,9.2,265738.0,0.0,0.0,0.0,Long Term,223278.0,205865.0,6122.0,731.0,1,0,0,1,0,1,0,0,1,437063.0,2,6038
Home Mortgage,1.0,0.0,13.0,12.5,795586.0,0.0,0.0,0.0,Long Term,146960.0,462422.0,19054.0,739.0,0,0,0,1,0,0,1,0,0,437063.0,1,6039
Home Mortgage,10.0,2.0,8.0,22.0,489896.0,2.0,78.0,0.0,Long Term,531806.0,247513.0,22582.0,737.0,0,1,1,0,0,0,1,0,0,437063.0,2,6040
Home Mortgage,4.0,0.0,7.0,6.7,221188.0,0.0,0.0,0.0,Long Term,250338.0,133912.0,4322.0,714.0,0,0,0,1,0,0,1,0,0,437063.0,1,6041
Home Mortgage,10.0,0.0,16.0,17.5,861762.0,0.0,13.0,0.0,Long Term,248182.0,317794.0,12504.0,656.0,0,1,1,0,0,0,1,0,0,437063.0,1,6042
Home Mortgage,9.0,0.0,7.0,11.7,492514.0,0.0,0.0,0.0,Long Term,427812.0,302005.0,8259.0,698.0,0,0,0,1,0,0,0,0,1,437063.0,3,6043
Home Mortgage,7.0,0.0,14.0,14.7,498432.0,0.0,0.0,0.0,Long Term,433840.0,218253.0,24667.0,731.0,1,0,0,1,0,1,1,0,0,437063.0,2,6044
